nome	ncm	pai
outros peixes chatos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.29	03.02
atuns-brancos ou germões, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.31	03.02
albacoras ou atuns-de-barbatanas-amarelas, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.32	03.02
bonitos, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.33	03.02
albacoras-bandolim (patudos), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.34	03.02
albacoras-azuis (atuns-azuis), frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.35	03.02
atuns do sul, frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.36	03.02
outros atuns frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.39	03.02
arenques frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.40	03.02
arenques (clupea harengus, clupea pallasii), fresco ou refrigerado	03.02.41	03.02
anchovas (engraulis spp. )	03.02.42	03.02
sardinhas (sardina pilchardus, etc), anchoveta, frescos ou refrigerado	03.02.43	03.02
cavalinhas, frescas ou refrigeradas	03.02.44	03.02
chicharros (trachurus spp. ), frescos ou refrigerados	03.02.45	03.02
bijupira (rachycentron canadum), frescas ou refrigeradas	03.02.46	03.02
espadarte (xiphias gladius), frescos ou refrigerados	03.02.47	03.02
outros peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03. 04	03.02.49	03.02
bacalhaus frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.50	03.02
bacalhau-do-atlântico, da-groelândia. e do-pacífico, frescos ou refrigerados	03.02.51	03.02
haddock ou lubina (melanogrammus aeglefinus), fresco ou refrigerado	03.02.52	03.02
saithe (pollachius virens), frescos ou refrigerados	03.02.53	03.02
merluzas e abroteas (merluccius spp. , urophycis spp. ), fresco ou refrigerado	03.02.54	03.02
merluza-do-alasca (theragra chalcogramma), fresca ou refrigerada	03.02.55	03.02
verdinhos (micromesistius poutassou, microme. australis)	03.02.56	03.02
outros peixes das famílias bregmacerotidae, gadidae, etc.	03.02.59	03.02
sardinhas, sardinelas e espadilhas frescas ou refrigeradas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.61	03.02
haddocks frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.62	03.02
peixes-carvão frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.63	03.02
cavalas, cavalinhas e sardas, frescas ou refrigeradas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.64	03.02
esqualos frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.65	03.02
enguias frescas ou refrigeradas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.66	03.02
espadartes (xiphias gladius) frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.67	03.02
marlongas (dissostichus spp. ) frescas ou refrigeradas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.68	03.02
outros peixes frescos ou refrigerados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.02.69	03.02
fígados, ovas e sêmen de peixes, frescos ou refrigerados	03.02.70	03.02
tilápias (oreochromis spp. ), frescas ou refrigeradas	03.02.71	03.02
bagres (pangasius spp. , silurus spp. , clarias spp. , ictalurus spp. )	03.02.72	03.02
carpas (cyprinus carpio, carassius carassius, etc. )	03.02.73	03.02
enguias (anguilla spp. ), frescas ou refrigeradas	03.02.74	03.02
perca-do-nilo, peixe cabeça-de-serpente, fresco ou refrigerado	03.02.79	03.02
cação e outros tubarões, frescos ou refrigerados	03.02.81	03.02
raias (rajidae), fresca ou refrigerada	03.02.82	03.02
merluza negra e merluza antártica (dissostichus spp. )	03.02.83	03.02
robalos (dicentrarchus spp. ), frescos ou refrigerados	03.02.84	03.02
pargos ou sargos (sparidae), frescos ou refrigerados	03.02.85	03.02
outros peixes, exceto fígados, ovas e sêmen	03.02.89	03.02
fígados, ovas e sêmen de peixes, frescos ou refrigerados	03.02.90	03.02
fígados, ovas e gônadas masculinas, frescos ou refrigerados	03.02.91	03.02
barbatanas de tubarão, frescos ou refrigerados	03.02.92	03.02
cabeças, caudas, bexigas-natatórias e outros subprodutos comestíveis de peixes	03.02.99	03.02
salmões-do-pacífico, congelados, exceto filés, etc.	03.03.10	03.03
salmões vermelhos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.11	03.03
outros salmões-do-pacífico, congelados	03.03.12	03.03
salmão-do-atlântico e salmão-do-danúbio, congelados	03.03.13	03.03
trutas (salmo trutta, oncorhynchus mykiss, etc. ), congeladas	03.03.14	03.03
outros tipos de salmões, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.19	03.03
trutas congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.21	03.03
salmões-do-atlântico e danúbio, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.22	03.03
tilápias (oreochromis spp. ), congeladas	03.03.23	03.03
bagres (pangasius spp. , silurus spp. , clarias spp. , ictalurus spp. )	03.03.24	03.03
carpas, congeladas	03.03.25	03.03
enguias congeladas (anguilla spp. ), congeladas	03.03.26	03.03
outros salmonídeos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.29	03.03
linguados-gigantes, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.31	03.03
solhas ou patruças, congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.32	03.03
linguados, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.33	03.03
pregado (psetta maxima), congelado	03.03.34	03.03
outros peixes chatos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.39	03.03
atuns-brancos ou germões, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.41	03.03
albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.42	03.03
bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.43	03.03
albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.44	03.03
albacoras-azuis (atuns-azuis), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.45	03.03
atuns do sul, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.46	03.03
outros atuns, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.49	03.03
arenques congelados, exc. filés, outras carnes, fígados, etc	03.03.50	03.03
arenques (clupea arengus, clupea pallasii) congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.51	03.03
bacalhaus (gadus morhua, gadus ogac, gadus macrocephalus), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.52	03.03
sardinhas, congeladas	03.03.53	03.03
cavalinhas, congeladas	03.03.54	03.03
chicharros (trachurus spp. ), congelados	03.03.55	03.03
bijupira (rachcentron canadum), congelado	03.03.56	03.03
espadarte (xiphias gladius), congelado	03.03.57	03.03
outros peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03. 04	03.03.59	03.03
bacalhaus (gadus) congelados, exc. filés, outs. carnes, etc.	03.03.60	03.03
espadartes (xiphias gladius), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.61	03.03
marlongas (dissostichus spp. ), congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.62	03.03
bacalhau-do-atlântico e bacalhau-do-pacífico, congelado	03.03.63	03.03
haddock ou lubina (melanogrammus aeglefinus), congelado	03.03.64	03.03
saithe (pollachius virens), congelado	03.03.65	03.03
merluzas e abroteas (merluccius, urophycis), congeladas	03.03.66	03.03
merluza-do-alasca (theragra chalcogramma)	03.03.67	03.03
verdinhos, congelados (exceto filés, outras carnes)	03.03.68	03.03
outros peixes de famílias específicas, exceto fígados, ovos e sêmen	03.03.69	03.03
sardinhas, sardinelas e espadilhas, congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.71	03.03
haddocks, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.72	03.03
peixes-carvão, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.73	03.03
cavalas, cavalinhas e sardas, congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.74	03.03
esqualos, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.75	03.03
enguias, congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.76	03.03
percas (robalos e bailas), congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.77	03.03
merluzas e abróteas, congeladas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.78	03.03
outros peixes, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304	03.03.79	03.03
fígados, ovas e sêmen, de peixes, congelados	03.03.80	03.03
cação e outros tubarões	03.03.81	03.03
raias (rajidae), congeladas	03.03.82	03.03
merluza negra e merluza antártica (dissostichus spp. )	03.03.83	03.03
robalos (dicentrarchus spp. ), congelados	03.03.84	03.03
outros peixes, exceto fígados, ovas e sêmen	03.03.89	03.03
fígados, ovas e sêmen de peixes, congelados	03.03.90	03.03
fígados, ovas e gônadas masculinas, congelado	03.03.91	03.03
barbatanas de tubarão, congelado	03.03.92	03.03
outros subprodutos comestíveis de peixes, congelado	03.03.99	03.03
filés e outras carnes de peixes, frescos ou refrigerados	03.04.10	03.04
filés de espadartes (xiphias gladius)  frescos ou refrigerados	03.04.11	03.04
filés de marlongas (dissostichus spp), frescos ou refrigerados 	03.04.12	03.04
outros filés e carnes de peixes frescos ou refrigerados	03.04.19	03.04
filés de peixes, congelados	03.04.20	03.04
filés de espadartes (xiphias gladius) congelados	03.04.21	03.04
filés de marlongas (dissostichus spp. ) congeladas	03.04.22	03.04
outros filés congelados de peixes	03.04.29	03.04
filés de tilápias (frescos, refrigerados ou congelados)	03.04.31	03.04
filés de bagres (pangasius spp. , silurus spp. , clarias spp. , ictalurus spp. ), frescos ou refrigerados	03.04.32	03.04
filé de perca-do-nilo, fresco, refrigerado ou congelado	03.04.33	03.04
filés/outras carnes de outros peixes, frescos, refrigerados ou congelados	03.04.39	03.04
filés de salmões-do-pacifico e salmão-do-danúbio	03.04.41	03.04
filés de truta (almo trutta, oncorhynchus mykiss, etc)	03.04.42	03.04
filés de peixes chatos (pleuronectidae, soleidae, etc)	03.04.43	03.04
filés de peixes das famílias bregmacerotidae, etc	03.04.44	03.04
filés e outras carnes de espadarte (xyphias gladius)	03.04.45	03.04
filés de merluza negra e merluza antártica	03.04.46	03.04
filés de cação e outros tubarões, frescos ou refrigerados	03.04.47	03.04
filés de raias (rajidae), frescos ou refrigerados	03.04.48	03.04
filés de outros peixes, frescos ou refrigerados	03.04.49	03.04
filés de tilápia, bagre, carpa, enguias, fresco ou refrigerado	03.04.51	03.04
filé e outras carnes de salmonídeos, fresco ou refrigerado	03.04.52	03.04
filé de peixes de famílias diversas	03.04.53	03.04
filé de espadartes (xiphias gladius), fresco ou refrigerado	03.04.54	03.04
filés de merluza negra e merluza antártica, fresco ou refrigerado	03.04.55	03.04
outras carnes de cação e outros tubarões, frescos ou refrigerados	03.04.56	03.04
outras carnes de raias (rajidae), frescos ou refrigerados	03.04.57	03.04
outros filés de peixes, frescos ou refrigerados	03.04.59	03.04
filés de tilápias (oreochromis spp. ), congelados	03.04.61	03.04
filés de bagres (pangasius spp. , silurus spp. , clarias spp. , ictalurus spp. ), congelado	03.04.62	03.04
filé de perca-do-nilo (lates niloticus), congelado	03.04.63	03.04
filé de peixe cabeça-de-serpente, congelado	03.04.69	03.04
filé de bacalhau-do-atlântico, da-groenlândia, do-pacífico, congelado	03.04.71	03.04
filé de haddock ou lubina, congelado	03.04.72	03.04
filé de saithe (pollachius virens), congelado	03.04.73	03.04
filés de merluzas e abroteas, congelados	03.04.74	03.04
filé de merluza-do-alasca (theragra chalcogramma), congelados	03.04.75	03.04
outros filés de peixes, congelados	03.04.79	03.04
filé de salmão-do-pacífico, do-danúbio, do-atlântico, congelados	03.04.81	03.04
filés de trutas, congelados	03.04.82	03.04
filés de peixes chatos, congelados	03.04.83	03.04
filés de espadarte (xiphias gladius), congelados	03.04.84	03.04
filé de merluza negra e merluza antártica (dissostichus spp. ), congelado	03.04.85	03.04
filés de arenques (clupea harengus, clupea pallasii), congelados	03.04.86	03.04
filés de atuns e bonito-listrado, congelados	03.04.87	03.04
filés de cação e outros tubarões, e filés de rais (rajidae), congelado	03.04.88	03.04
filés de outros peixes, congelados	03.04.89	03.04
outras carnes de peixes, congeladas	03.04.90	03.04
outras carnes de espadartes (xiphias gladius) exceto filés, mesmo picadas, frescas, refrigeradas ou congeladas	03.04.91	03.04
outras carnes de marlongas (dissostichus spp. ) exceto filés, mesmo picadas, frescas, refrigeradas ou congeladas	03.04.92	03.04
outras carnes de tilápias, bagres, carpas, enguias (congeladas)	03.04.93	03.04
outras carnes de merluza-do-alasca, congeladas	03.04.94	03.04
peixes de famílias diversas, exceto a merluza-do-alasca	03.04.95	03.04
filés de cação e outros tubarões, frescos, refrigerados ou congelados	03.04.96	03.04
filés de raias (rajidae), frescos, refrigerados ou congelados	03.04.97	03.04
carnes de outros peixes, exceto filés, mesmo picadas, congeladas	03.04.99	03.04
farinhas, pós e pellets de peixes, para alimentação humana	03.05.10	03.05
fígados, ovas e sêmen de peixes, secos, defumados, salgados ou em salmoura	03.05.20	03.05
filés de peixes, secos, salgados ou em salmoura, mas não defumados	03.05.30	03.05
filés de peixes, secos, salgados, em salmoura, não defumados	03.05.31	03.05
filés de peixes de famílias específicas, não defumado	03.05.32	03.05
filés de outros peixes, não defumado	03.05.39	03.05
salmões-do-pacífico, do-atlântico e do-danúbio, defumados, mesmo em filés	03.05.41	03.05
arenques, defumados, mesmo em filés	03.05.42	03.05
truta defumada, mesmo em filés	03.05.43	03.05
tilápia, bagre, carpa, enguia, defumados (mesmo em filés)	03.05.44	03.05
outros peixes, defumados, mesmo em filés	03.05.49	03.05
bacalhaus secos, mesmo salgados, mas não defumados	03.05.51	03.05
peixes secos, exceto subprodutos comestíveis de peixes, mesmo salgados, mas não defumados: tilápias, bagres, carpas, perca-do-nilo e peixes cabeça-de-serpente	03.05.52	03.05
peixes das famílias bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae e muraenolepididae, exceto bacalhau (gadus morhua, gadus ogac, gadus macrocephalus), secos, mesmo salgados, mas não defumados	03.05.53	03.05
peixes secos, exceto subprodutos comestíveis de peixes, mesmo salgados, mas não defumados: arenques, sardinhas e sardinelas, anchoveta, cavalinhas, cavalas-do-índico, serras, carapaus, xaréus, bijupirá, pampos-prateado, agulhão-do-japão, charros, etc.	03.05.54	03.05
outros peixes secos, mesmo salgados, mas não defumados	03.05.59	03.05
arenques salgados e em salmoura, não secos nem defumados	03.05.61	03.05
bacalhaus salgados e em salmoura, não secos nem defumados	03.05.62	03.05
anchovas salgadas e em salmoura, não secas nem defumadas	03.05.63	03.05
tilápias, bagres, carpas, perca-do-nilo e peixes cabeça-de-serpente, não secos nem defumados, e em salmoura	03.05.64	03.05
outros peixes salgados e em salmoura, não secos nem defumados	03.05.69	03.05
barbatanas de tubarão	03.05.71	03.05
cabeças, caudas e bexigas natatórias, de peixes	03.05.72	03.05
outros desperdicios comestíveis, de peixes	03.05.79	03.05
lagostas congeladas	03.06.11	03.06
lavagantes (homards) congelados	03.06.12	03.06
camarões congelados	03.06.13	03.06
caranguejos congelados	03.06.14	03.06
lagosta norueguesa (nephrops norvegicus)	03.06.15	03.06
camarões de água fria (pandalus spp. , crangon crangon), congelados	03.06.16	03.06
outros camarões, congelados	03.06.17	03.06
outros crustáceos congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana	03.06.19	03.06
lagostas não congeladas	03.06.21	03.06
lavagantes (homards) não congelados	03.06.22	03.06
camarões não congelados	03.06.23	03.06
caranguejos não congelados	03.06.24	03.06
lagosta norueguesa (nephrops norvegicus), não congelada	03.06.25	03.06
camarões de água fria, não congelados	03.06.26	03.06
outros camarões, não congelados	03.06.27	03.06
outros crustáceos não congelados, incluídos as farinhas, pós e pellets próprios para alimentação humana	03.06.29	03.06
lagostas (palinurus spp. , panulirus spp. , jasus spp. ), vivas, frescos ou refrigerados	03.06.31	03.06
lavagantes (homarus spp. ), vivos, frescos ou refrigerados	03.06.32	03.06
caranguejos vivos, frescos ou refrigerados	03.06.33	03.06
lagosta norueguesa (lagostim) (nephrops norvegicus), viva, frescos ou refrigerados	03.06.34	03.06
camarões de água fria (pandalus spp. , crangon crangon), vivos, frescos ou refrigerados	03.06.35	03.06
outros camarões, vivos, frescos ou refrigerados	03.06.36	03.06
outros crustáceos, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana	03.06.39	03.06
lagostas (palinurus spp. , panulirus spp. , jasus spp. )	03.06.91	03.06
lavagantes (homarus spp. )	03.06.92	03.06
caranguejos	03.06.93	03.06
lagosta norueguesa (lagostim) (nephrops norvegicus)	03.06.94	03.06
camarões	03.06.95	03.06
outros crustáceos, incluindo as farinhas, pós e pellets de crustáceos, próprios para alimentação humana	03.06.99	03.06
ostras vivas, frescas, refrigeradas, congeladas, secas, salgadas ou em salmoura	03.07.10	03.07
ostras vivas, frescas ou refrigeradas	03.07.11	03.07
ostras, congeladas	03.07.12	03.07
outras ostras vivas	03.07.19	03.07
vieiras e outros mariscos (gêneros pecten, chlamys ou placopecten) vivos, frescos ou refrigerados	03.07.21	03.07
vieiras, incluindo a americana, e outros moluscos dos gêneros pecten, chlamys ou placopecten, congeladas	03.07.22	03.07
vieiras e outros mariscos (gêneros pecten, chlamys ou placopecten) congelados, secos, salgados ou em salmoura	03.07.29	03.07
mexilhões (mytilus spp. , perna spp. ) vivos, frescos ou refrigerados	03.07.31	03.07
mexilhões (mytilus spp. , perna spp. ), congelados	03.07.32	03.07
mexilhões (mytilus spp. , perna spp. ) congelados, secos, salgados ou em salmoura	03.07.39	03.07
sibas, sepiolas, potas e lulas, vivos, frescos ou refrigerados	03.07.41	03.07
sépias (chocos) (chocos e chopos); lulas (potas e lulas), vivas, frescas ou refrigeradas	03.07.42	03.07
lulas e sépias, congeladas	03.07.43	03.07
sibas, sepiolas, potas e lulas, congelados, secos, salgados ou em salmoura	03.07.49	03.07
polvos (octopus spp. ) vivos, frescos ou refrigerados	03.07.51	03.07
polvos (octopus spp. ), congelados	03.07.52	03.07
polvos (octopus spp. ) congelados, secos, salgados ou em salmoura	03.07.59	03.07
caracóis, exceto os do mar, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura	03.07.60	03.07
ameijoas, berbigões e arcas, vivos, frescos ou refrigerados	03.07.71	03.07
amêijoas, berbigões e arcas (famílias arcidae, arcticidae, cardiidae, donacidae, hiatellidae, mactridae, mesodesmatidae, myidae, semelidae, solecurtidae, solenidae, tridacnidae e veneridae), congelados	03.07.72	03.07
ameijoas, berbigões e arcas, em outras formas	03.07.79	03.07
abalones vivos, frescos ou refrigerados	03.07.81	03.07
estrombos (strombus spp. ) vivos, frescos ou refrigerados	03.07.82	03.07
abalones (orelhas-do-mar) (haliotis spp. ) congelados	03.07.83	03.07
estrombos (strombus spp. ) congelados	03.07.84	03.07
outros abalones (outras orelhas-do-mar) (haliotis spp. )	03.07.87	03.07
outros estrombos (strombus spp. )	03.07.88	03.07
abalones, em outras formas	03.07.89	03.07
outros moluscos, invertebrados aquáticos, exceto os crustáceos, vivos, frescos ou refrigerados, incluídos as farinhas, pós e pellets próprios para alimentação humana	03.07.91	03.07
outros moluscos, incluindo as farinhas, pós e pellets, próprios para alimentação humana, congelados	03.07.92	03.07
outros moluscos, invertebrados aquáticos, exceto os crustáceos, congelados, secos, salgados ou em salmoura, incluídos as farinhas, pós e pellets próprios para alimentação humana	03.07.99	03.07
pepinos-do-mar, vivos, frescos ou refrigerados	03.08.11	03.08
pepinos-do-mar (stichopus japonicus, holothuroidea), congelados	03.08.12	03.08
pepinos-do-mar, em outras formas	03.08.19	03.08
ouriços-do-mar, vivos, frescos ou refrigerados	03.08.21	03.08
ouriços-do-mar (strongylocentrotus spp. , paracentrotus lividus, loxechinus albus, echinus esculentus), congelados	03.08.22	03.08
ouriços-do-mar, em outras formas	03.08.29	03.08
medusas (águas-vivas) (rhopilema spp. )	03.08.30	03.08
outros invertebrados aquáticos (exceto crustáceos e moluscos), secos, congelados, etc	03.08.90	03.08
leite e creme de leite não concentrados, não adocicados, com um teor, em peso, de matérias gordas <= 1%	04.01.10	04.01
leite e creme de leite, não concentrados, não adocicados, com um teor, em peso, de matérias gordas superior a 1% e <= 6%	04.01.20	04.01
leite e creme de leite, não concentrados, não adocicados, com um teor, em peso, de matérias gordas superior a 6%	04.01.30	04.01
leite e creme de leite, com teor em peso, de matérias gordas, superior a 6 %, mas não superior a 10 %	04.01.40	04.01
leite e creme de leite, com teor em peso, de matérias gordas, superior a 10 %	04.01.50	04.01
leite em pó, grânulos ou outras formas sólidas, concentrados ou adocicados, com um teor, em peso, de matérias gordas <= 1, 5%	04.02.10	04.02
leite em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas superior a 1, 5%, concentrados, não adocicados	04.02.21	04.02
leite em pó, grânulos ou outras formas sólidas, com um teor, em peso, de matérias gordas superior a 1, 5%, adocicados	04.02.29	04.02
outros leites, cremes de leite, concentrados, não adocicados	04.02.91	04.02
outros leites, cremes de leite, concentrados, adocicados	04.02.99	04.02
iogurte, mesmo aromatizado ou adicionado de açúcar ou de outros edulcorantes, de frutas ou de cacau	04.03.10	04.03
leitelho, leite, creme de leite, coalhados, quefir e outros leites e cremes de leite, fermentados ou acidificados, mesmo concentrados, adocicados ou aromatizados	04.03.90	04.03
soro de leite, modificado ou não, mesmo concentrado ou adocicado	04.04.10	04.04
outros produtos constituídos do leite, mesmo concentrados ou adocicados	04.04.90	04.04
manteiga	04.05.10	04.05
pastas de espalhar (barrar) de produtos provenientes do leite	04.05.20	04.05
óleo butírico de manteiga (butter oil) e outras matérias gordas provenientes do leite	04.05.90	04.05
queijos frescos (não curados), incluído o queijo do soro de leite e o requeijão	04.06.10	04.06
queijos ralados ou em pó, de qualquer tipo	04.06.20	04.06
queijos fundidos, exceto ralados ou em pó	04.06.30	04.06
queijos de pasta mofada (azul)	04.06.40	04.06
outros queijos	04.06.90	04.06
ovos de aves, com casca, frescos, conservados ou cozidos	04.07.00	04.07
ovos de aves da espécie gallus domesticus, para incubação	04.07.11	04.07
ovos de outras aves, destinados para incubação	04.07.19	04.07
ovos frescos de aves da espécie gallus domesticus	04.07.21	04.07
ovos frescos de outras aves	04.07.29	04.07
ovos de outras aves, não para incubação ou não frescos	04.07.90	04.07
gemas de ovos, secas, mesmo adicionadas de açúcar	04.08.11	04.08
gemas de ovos, frescas, cozidas em água ou vapor, congeladas ou preservadas de outro modo, mesmo adicionadas de açúcar	04.08.19	04.08
ovos de aves, sem casca, secos, mesmo adicionados de açúcar	04.08.91	04.08
outros ovos de aves, sem casca, frescos, cozidos em água ou vapor, congelados ou preservados de outro modo, mesmo adicionados de açúcar	04.08.99	04.08
mel natural	04.09.00	04.09
outros produtos comestíveis de origem animal	04.10.00	04.10
cabelos em bruto, mesmo lavados e desengordurados; desperdícios de cabelo	05.01.00	05.01
cerdas de porco ou de javali e seus desperdícios	05.02.10	05.02
pêlos de texugo, outros pelos e desperdícios de pêlos para escovas, pincéis e artigos semelhantes	05.02.90	05.02
crinas e seus desperdícios, mesmo em mantas	05.03.00	05.03
tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados	05.04.00	05.04
penas para enchimento ou estofamento; penugem; em bruto ou simplesmente limpas, desinfetadas ou preparadas para conservação	05.05.10	05.05
peles e outras partes de aves, com suas penas ou penugem	05.05.90	05.05
osseína e ossos acidulados	05.06.10	05.06
ossos e núcleos córneos, em bruto, desengordurados, degelatinados ou simplesmente preparados; pós e desperdícios destas matérias	05.06.90	05.06
marfim, em bruto ou simplesmente preparado; seus pós e desperdícios	05.07.10	05.07
carapaças de tartarugas, barbas, chifres, galhadas, cascos, em bruto ou simplesmente preparados; seus pós e desperdícios	05.07.90	05.07
coral, conchas, carapaças de moluscos, em bruto ou preparadas; seus pós e desperdícios	05.08.00	05.08
esponjas naturais de origem animal	05.09.00	05.09
âmbar-cinzento, castóreo, algália e almíscar; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo	05.10.00	05.10
sêmen de bovino	05.11.10	05.11
produtos de peixes ou crustáceos, moluscos ou de outros invertebrados aquáticos, animais mortos do capítulo 3, impróprios para alimentação humana	05.11.91	05.11
outros produtos de origem animal, impróprios para alimentação humana; animais mortos	05.11.99	05.11
bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo	06.01.10	06.01
bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em vegetação ou em flor; mudas, plantas e raízes de chicória	06.01.20	06.01
estacas não enraizadas e enxertos	06.02.10	06.02
árvores, arbustos e silvados, de frutos comestíveis, enxertados ou não	06.02.20	06.02
rododendros e azaléias, enxertados ou não	06.02.30	06.02
roseiras, enxertadas ou não	06.02.40	06.02
outras plantas vivas, mudas de plantas, e micélios de cogumelos	06.02.90	06.02
flores e seus botões, frescos, cortados para buquês, etc.	06.03.10	06.03
rosas frescas e seus botões, cortadas para buquês ou para ornamentação	06.03.11	06.03
cravos frescos e seus botões, cortados para buquês ou para ornamentação	06.03.12	06.03
orquídeas frescas e seus botões, cortadas para buquês ou para ornamentação	06.03.13	06.03
crisântemos frescos e seus botões, cortados para buquês ou para ornamentação	06.03.14	06.03
lírios (lilium spp. )	06.03.15	06.03
outras flores frescas e seus botões, cortadas para buquês ou para ornamentação	06.03.19	06.03
flores e seus botões, secos, branqueados, tingidos ou preparados de outro modo, cortados para buquês ou para ornamentação	06.03.90	06.03
musgos e líquens, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados	06.04.10	06.04
folhagem, folhas, ramos de plantas, frescos, para buquês, etc.	06.04.20	06.04
folhagem, folhas, ramos de plantas, secos, etc. , para buquês, etc	06.04.90	06.04
folhagem, folhas, ramos e outras partes de plantas, ervas, sem flores nem botões de flores, frescos, para buquês ou para ornamentação	06.04.91	06.04
folhagem, folhas, ramos de plantas, secos ou preparados, para buquês ou para ornamentação	06.04.99	06.04
batatas para semeadura (batata semente)	07.01.10	07.01
batatas, frescas ou refrigeradas	07.01.90	07.01
tomates, frescos ou refrigerados	07.02.00	07.02
cebolas e echalotes, frescas ou refrigeradas	07.03.10	07.03
alhos, frescos ou refrigerados	07.03.20	07.03
alhos-porros e outros produtos hortícolas aliáceos, frescos ou refrigerados	07.03.90	07.03
